timestamp,item_id,time_since_last_access,frequency_count,time_to_next_request
163,3263,0,1,512
164,3429,28,3,290
165,3485,60,3,93
166,3977,0,1,17315
167,3432,0,1,512
168,1008,0,1,757
169,2362,0,1,1084
170,4172,0,1,224
171,4358,151,2,118
172,644,0,1,3592
173,1570,0,1,27073
174,3091,34,2,228
175,4752,0,1,1111
176,4594,22,3,22
177,1803,0,1,8238
178,3945,0,1,2615
179,2940,0,1,118
180,2722,0,1,10195
181,4844,0,1,765
182,620,157,3,781
183,1330,93,2,199
184,813,0,1,20083
185,4762,0,1,57942
186,3326,0,1,20
187,1296,0,1,189
188,2512,0,1,813
189,209,86,2,424
190,3002,160,2,995
191,2324,0,1,815
192,4054,0,1,6395
193,3771,0,1,802
194,1071,53,2,1010
195,2955,0,1,341
196,3598,0,1,203
197,2565,0,1,12601
198,4594,22,4,538
199,3993,0,1,8251
200,1253,188,2,451
201,482,0,1,1117
202,1194,70,3,877
203,2632,0,1,20855
204,325,90,2,1627
205,234,0,1,260
206,3326,20,2,379
207,4431,0,1,166
208,2727,0,1,830
209,902,0,1,241
210,4452,0,1,37
211,4717,0,1,79
212,3770,0,1,23616
213,2824,0,1,12271
214,2620,0,1,29794
215,2236,0,1,11115
216,3369,0,1,21005
217,1263,64,2,126
218,4682,0,1,538
219,1114,168,2,666
220,4058,0,1,375
221,865,137,2,520
222,2376,0,1,1168
223,244,138,3,47
224,4493,114,2,69
225,1928,0,1,55106
226,2664,0,1,363
227,355,0,1,344
228,123,0,1,717
229,704,0,1,426
230,3745,99,2,82
231,715,0,1,1154
232,4593,0,1,107
233,1066,0,1,228
234,266,0,1,431
235,1373,0,1,18437
236,1731,92,2,405
237,1479,0,1,45879
238,296,0,1,11533
239,307,0,1,219
240,4198,0,1,555
241,539,0,1,21111
242,1178,134,2,80
243,2113,0,1,11
244,610,99,2,228
245,381,0,1,33996
246,4451,0,1,36066
247,4452,37,2,253
248,537,0,1,526
249,1598,0,1,99
250,26,0,1,26667
251,2514,0,1,592
252,2989,181,2,336
253,1997,0,1,26801
254,2113,11,2,27
255,4240,130,2,1146
256,3275,0,1,1731
257,115,0,1,10056
258,3485,93,4,689
259,83,0,1,3012
260,437,99,3,128
261,3015,119,2,45
262,3298,0,1,10909
263,377,0,1,470
264,1267,116,2,8
265,1064,0,1,2355
266,2381,0,1,13927
267,4387,167,2,195
268,2998,0,1,612
269,883,208,2,443
270,244,47,4,242
271,4725,0,1,97
272,1267,8,3,22
273,1093,0,1,53
274,2750,0,1,425
275,3481,147,2,1053
276,2182,0,1,737
277,822,0,1,327
278,3870,0,1,56099
279,2740,0,1,637
280,4514,0,1,272
281,2113,27,3,316
282,2534,260,2,427
283,1269,0,1,88
284,665,0,1,201
285,2963,0,1,131
286,2711,0,1,2344
287,48,0,1,47
288,3561,0,1,30
289,4358,118,3,40
290,4717,79,2,440
291,2415,0,1,777
292,869,0,1,61
293,4493,69,3,740
294,1267,22,4,560
295,3037,0,1,374
296,2569,0,1,5985
297,2940,118,2,94
298,466,0,1,17781
299,3482,0,1,197
300,1789,0,1,113
301,3023,0,1,100
302,1016,0,1,20335
303,1513,0,1,67
304,1651,275,2,55
305,749,0,1,137
306,3015,45,3,43
307,54,0,1,567
308,110,0,1,24015
309,4248,0,1,177
310,1197,198,3,553
311,4924,0,1,35727
312,3745,82,3,368
313,1527,0,1,914
314,4785,0,1,34355
315,953,0,1,15345
316,2653,0,1,13441
317,1851,0,1,3072
318,3561,30,2,26206
319,831,0,1,16153
320,2744,0,1,111
321,2042,0,1,142
322,1178,80,3,226
323,2950,0,1,1137
324,3327,0,1,23815
325,1350,0,1,612
326,1093,53,2,328
327,461,0,1,98
328,4081,0,1,28237
329,4358,40,4,18
330,3338,0,1,10240
331,1030,320,2,67
332,3795,0,1,68
333,859,0,1,5571
334,48,47,2,211
335,1172,0,1,489
336,2365,0,1,279
337,3280,0,1,247
338,299,250,2,119
339,4593,107,2,65
340,4148,300,2,481
341,4499,0,1,85
342,648,315,2,268
343,1263,126,3,1
344,1263,1,4,146
345,967,0,1,11364
346,4232,302,3,72
347,4358,18,5,901
348,1598,99,2,196
349,3015,43,4,11
350,2968,318,2,646
351,330,234,2,79
352,1491,0,1,2
353,869,61,2,9
354,1491,2,2,7
355,4175,0,1,3327
356,1528,341,2,1215
357,4165,233,2,866
358,2485,0,1,8258
359,1651,55,3,159
360,3015,11,5,75
361,1491,7,3,370
362,869,9,3,147
363,641,309,2,539
364,1625,0,1,120
365,4060,0,1,513
366,1254,0,1,11776
367,630,0,1,1709
368,4725,97,2,419
369,2127,0,1,338
370,1513,67,2,771
371,1269,88,2,124
372,3342,0,1,7875
373,4431,166,2,411
374,458,0,1,69554
375,3021,0,1,616
376,1296,189,2,320
377,4622,0,1,127
378,1454,361,2,119
379,3675,0,1,248
380,304,0,1,27
381,1129,0,1,14301
382,1330,199,3,131
383,1250,0,1,32382
384,1633,0,1,149
385,2199,0,1,25696
386,2023,237,3,242
387,2252,0,1,10478
388,437,128,4,162
389,4003,379,2,1385
390,887,0,1,31
391,2940,94,3,652
392,2951,0,1,290
393,2226,0,1,166
394,4172,224,2,432
395,2993,0,1,37
396,760,0,1,336
397,4565,0,1,4078
398,1030,67,3,1027
399,3598,203,2,386
400,3795,68,2,462
401,3023,100,2,8
402,3091,228,3,428
403,2088,0,1,432
404,4593,65,3,156
405,2671,0,1,19429
406,1596,0,1,15543
407,304,27,2,30
408,1009,0,1,34582
409,3023,8,3,200
410,4457,0,1,344
411,4314,0,1,24452
412,1237,0,1,4118
413,1789,113,2,112
414,2865,0,1,19977
415,4685,0,1,331
416,2963,131,2,698
417,3534,370,2,76
418,4232,72,4,395
419,456,0,1,1525
420,284,0,1,205
421,887,31,2,618
422,4155,0,1,317
423,3600,0,1,18419
424,713,0,1,270
425,461,98,2,808
426,4499,85,2,25102
427,2369,318,2,197
428,2906,0,1,27327
429,223,0,1,69955
430,330,79,3,212
431,2744,111,2,786
432,2993,37,2,412
433,3277,0,1,5226
434,1925,0,1,148
435,3015,75,6,250
436,3950,0,1,27836
437,304,30,3,268
438,282,0,1,73
439,4020,0,1,537
440,4100,0,1,606
441,4847,0,1,91
442,749,137,2,519
443,2242,309,2,277
444,2821,357,2,329
445,3947,0,1,24415
446,3182,0,1,2
447,1896,0,1,10477
448,3182,2,2,713
449,1942,0,1,17
450,902,241,2,38
451,1268,371,2,54
452,3904,341,3,240
453,881,0,1,522
454,3429,290,4,154
455,1303,363,2,106
456,4286,0,1,13965
457,299,119,3,24
458,307,219,2,49
459,3578,0,1,38012
460,156,0,1,542
461,1066,228,2,598
462,4387,195,3,117
463,2042,142,2,353
464,4851,0,1,172
465,234,260,2,344
466,1942,17,2,2103
467,289,0,1,383
468,4586,0,1,6322
469,742,450,2,804
470,4768,0,1,606
471,1118,0,1,189
472,610,228,3,1
473,610,1,4,10
474,3669,324,3,77
475,4351,0,1,7008
476,3585,0,1,868
477,4638,0,1,13389
478,3194,0,1,15656
479,3461,0,1,581
480,3217,411,2,800
481,299,24,4,43
482,1021,0,1,14674
483,610,10,5,166
484,1625,120,2,1496
485,665,201,2,995
486,4248,177,2,76
487,1963,0,1,470
488,902,38,3,165
489,3465,0,1,22489
490,1263,146,5,13
491,2096,0,1,2208
492,1337,0,1,495
493,3534,76,3,463
494,469,0,1,1313
495,1269,124,3,741
496,3482,197,2,150
497,1454,119,3,96
498,410,0,1,7224
499,3285,0,1,10389
500,4452,253,3,550
501,2196,381,4,188
502,3844,0,1,335
503,1263,13,6,87
504,4622,127,2,25
505,1268,54,3,333
506,2408,0,1,1079
507,307,49,3,154
508,1019,507,2,337
509,869,147,4,310
510,4856,0,1,15469
511,282,73,2,955
512,244,242,5,26
513,1330,131,4,269
514,117,0,1,245
515,4326,0,1,1524
516,935,0,1,849
517,4933,366,2,95
518,1651,159,4,571
519,1484,0,1,43685
520,4887,0,1,118
521,4265,0,1,10845
522,1720,0,1,39089
523,3596,0,1,9765
524,299,43,5,780
525,1789,112,3,633
526,2034,0,1,6126
527,2433,0,1,20405
528,4182,0,1,10193
529,4622,25,3,545
530,4012,0,1,57
531,42,0,1,26772
532,4847,91,2,135
533,1633,149,2,40243
534,3397,0,1,211
535,4724,0,1,622
536,2955,341,2,339
537,4033,0,1,9456
538,244,26,6,190
539,3118,0,1,3846
540,3208,461,2,256
541,3412,0,1,14878
542,2136,0,1,7354
543,1275,0,1,17890
544,1598,196,3,461
545,48,211,3,301
546,1972,0,1,1032
547,1358,0,1,8599
548,1178,226,4,7
549,1510,0,1,27239
550,437,162,5,344
551,3669,77,4,196
552,4514,272,2,526
553,4255,418,2,39
554,514,0,1,1509
555,1178,7,5,113
556,3752,0,1,9802
557,4935,524,2,379
558,1680,0,1,16216
559,2226,166,2,21
560,4593,156,4,1029
561,1303,106,3,102
562,4248,76,3,304
563,2311,0,1,20231
564,4218,0,1,28632
565,4306,0,1,10623
566,4843,0,1,15306
567,3757,0,1,10333
568,2171,0,1,5815
569,4923,517,2,37
570,1252,441,3,277
571,355,344,2,692
572,3450,0,1,46309
573,3262,0,1,60
574,1223,0,1,24280
575,4479,0,1,12708
576,1682,0,1,390
577,4328,447,2,320
578,3361,0,1,96
579,4387,117,4,42
580,2226,21,3,19
581,1821,579,2,132
582,1925,148,2,62
583,3531,0,1,749
584,3280,247,2,585
585,3326,379,3,384
586,3814,0,1,165
587,4012,57,2,340
588,2989,336,3,370
589,2664,363,2,428
590,1263,87,7,81
591,515,0,1,1147
592,4255,39,3,118
593,1454,96,4,84
594,4386,0,1,25
595,4058,375,2,788
596,2117,0,1,7642
597,2113,316,4,204
598,1386,575,2,941
599,2226,19,4,1395
600,3996,0,1,66
601,3122,0,1,5195
602,3857,0,1,618
603,1530,443,2,132
604,822,327,2,350
605,832,0,1,335
606,4923,37,3,193
607,4611,0,1,589
608,3429,154,5,40
609,3023,200,4,79
610,648,268,3,382
611,1283,454,3,152
612,4933,95,3,459
613,209,424,3,475
614,4411,0,1,109
615,2365,279,2,493
616,4567,0,1,9298
617,2979,0,1,13178
618,138,0,1,135
619,4386,25,2,400
620,1645,0,1,17282
621,4387,42,5,2
622,3058,0,1,2359
623,4387,2,6,623
624,2369,197,3,314
625,284,205,2,365
626,1990,0,1,40168
627,3675,248,2,25
628,2023,242,4,96
629,990,0,1,491
630,25,0,1,356
631,1703,0,1,880
632,1338,0,1,5683
633,3262,60,2,92
634,238,482,4,154
635,1689,0,1,5897
636,4851,172,2,104
637,4571,0,1,16192
638,4887,118,2,1061
639,4120,512,2,179
640,124,0,1,12303
641,1731,405,3,50
642,330,212,4,189
643,668,0,1,288
644,1925,62,3,214
645,4256,0,1,22940
646,3482,150,3,123
647,243,0,1,5217
648,3429,40,6,208
649,610,166,6,49
650,747,0,1,13692
651,1253,451,3,1240
652,3675,25,3,729
653,902,165,4,769
654,1093,328,3,101
655,704,426,2,382
656,4273,0,1,3224
657,4076,0,1,15493
658,4234,0,1,2169
659,4855,0,1,820
660,1118,189,2,211
661,307,154,4,173
662,574,0,1,23947
663,1303,102,4,118
664,1204,0,1,12395
665,266,431,2,187
666,3996,66,2,91
667,4847,135,3,127
668,1178,113,6,197
669,3037,374,2,622
670,3588,624,2,23
671,1263,81,8,345
672,2645,0,1,17871
673,3876,0,1,4329
674,3361,96,2,1208
675,3263,512,2,165
676,200,0,1,36384
677,1454,84,5,535
678,4621,621,2,387
679,3432,512,2,581
680,3745,368,4,28
681,3804,678,2,217
682,2951,290,2,1121
683,728,0,1,9003
684,4573,0,1,33
685,3015,250,7,219
686,4217,680,2,48
687,1420,0,1,13186
688,3023,79,5,238
689,2196,188,5,29
690,4113,0,1,25419
691,1731,50,4,558
692,3904,240,4,316
693,3588,23,3,23
694,713,270,2,117
695,4583,537,2,75
696,1296,320,3,284
697,678,0,1,26710
698,610,49,7,45
699,2750,425,2,7
700,3377,0,1,11834
701,2719,0,1,3334
702,15,0,1,76
703,3899,0,1,23899
704,295,0,1,239
705,304,268,4,200
706,2750,7,3,649
707,2127,338,2,554
708,3745,28,5,161
709,2534,427,3,349
710,4255,118,4,406
711,2553,0,1,7129
712,883,443,3,80
713,1821,132,3,968
714,446,0,1,14913
715,3331,0,1,658
716,3588,23,4,32
717,4573,33,2,386
718,2196,29,6,73
719,2442,0,1,596
720,2242,277,3,530
721,1148,0,1,34625
722,1509,0,1,3109
723,4411,109,2,6
724,2023,96,5,209
725,3262,92,3,372
726,1210,0,1,1296
727,567,0,1,27922
728,244,190,7,692
729,4411,6,3,1626
730,4717,440,3,38
731,1491,370,4,361
732,760,336,2,13346
733,377,470,2,371
734,4217,48,3,148
735,1530,132,3,199
736,4594,538,5,84
737,392,0,1,7132
738,3138,0,1,11570
739,4155,317,2,21039
740,4851,104,3,224
741,865,520,3,61
742,1149,0,1,18541
743,610,45,8,931
744,1156,0,1,21508
745,3397,211,2,1573
746,4685,331,2,34
747,3669,196,5,397
748,3588,32,5,105
749,970,0,1,28077
750,1919,0,1,29444
751,3814,165,2,9935
752,4247,726,2,288
753,138,135,2,162
754,4457,344,2,197
755,1093,101,4,122
756,4682,538,2,243
757,3996,91,3,32
758,595,0,1,145
759,117,245,2,645
760,2890,0,1,8106
761,2858,0,1,3306
762,3265,0,1,2893
763,1283,152,4,41
764,2888,0,1,36788
765,3607,0,1,668
766,1216,0,1,336
767,44,0,1,6384
768,4717,38,4,1159
769,3482,123,4,139
770,4583,75,3,147
771,2511,0,1,39606
772,2847,0,1,200
773,2821,329,3,166
774,537,526,2,319
775,62,638,3,482
776,3151,0,1,16297
777,3216,0,1,20
778,15,76,2,109
779,2168,0,1,4378
780,4685,34,3,265
781,1303,118,5,9
782,1330,269,5,712
783,2068,0,1,344
784,4431,411,3,269
785,3598,386,3,38
786,3859,0,1,2783
787,4725,419,3,468
788,238,154,5,377
789,3996,32,4,70
790,1303,9,6,13
791,2196,73,7,851
792,883,80,4,84
793,142,0,1,29
794,4847,127,4,6
795,4198,555,2,252
796,3208,256,3,77
797,3216,20,2,123
798,1849,0,1,9483
799,4923,193,4,33
800,4847,6,5,390
801,2113,204,5,1289
802,865,61,4,556
803,1303,13,7,365
804,1283,41,5,811
805,4235,0,1,4047
806,4818,0,1,34302
807,4961,791,2,89
808,4294,0,1,23937
809,234,344,3,253
810,4761,0,1,6648
811,713,117,3,17
812,717,0,1,12875
813,4232,395,5,101
814,575,0,1,110
815,900,0,1,24
816,2042,353,3,487
817,3044,0,1,43
818,4120,179,3,130
819,869,310,5,64
820,4594,84,6,438
821,4148,481,3,389
822,142,29,2,1498
823,3598,38,4,832
824,1172,489,2,556
825,930,0,1,11683
826,4172,432,3,58
827,409,0,1,787
828,713,17,4,63
829,4375,0,1,11936
830,3091,428,4,1072
831,330,189,5,578
832,4923,33,5,571
833,1878,0,1,16206
834,307,173,5,382
835,2088,432,2,8466
836,3441,0,1,23431
837,3844,335,2,44190
838,1268,333,4,139
839,900,24,2,392
840,3263,165,3,119
841,366,0,1,29402
842,450,0,1,4723
843,2514,592,2,109
844,2993,412,3,187
845,1019,337,3,149
846,48,301,4,165
847,1252,277,4,63
848,4601,0,1,5621
849,3801,0,1,6132
850,289,383,2,131
851,528,784,3,67
852,266,187,3,157
853,3588,105,6,17763
854,1267,560,5,153
855,1228,0,1,2102
856,3429,208,7,86
857,182,0,1,1832
858,1925,214,4,92
859,3996,70,5,182
860,3044,43,2,841
861,3989,0,1,164
862,3795,462,3,1126
863,1197,553,4,906
864,688,0,1,11208
865,1178,197,7,30
866,4248,304,4,148
867,3731,0,1,217
868,4441,0,1,5227
869,3745,161,6,254
870,4282,0,1,40553
871,1118,211,3,70
872,4737,0,1,7617
873,3208,77,4,719
874,54,567,2,91
875,2955,339,3,151
876,883,84,5,11825
877,1093,122,5,107
878,4060,513,2,8988
879,2339,0,1,6269
880,2998,612,2,733
881,3744,0,1,14871
882,4217,148,4,47
883,869,64,6,887
884,4172,58,4,237
885,1114,666,3,14
886,4918,0,1,48412
887,15,109,3,398
888,4683,0,1,2315
889,3798,0,1,17784
890,2633,0,1,17474
891,713,63,5,10
892,4607,0,1,4950
893,2977,0,1,10188
894,437,344,6,904
895,1178,30,8,661
896,4961,89,3,134
897,4328,320,3,232
898,3804,217,3,303
899,1114,14,4,210
900,2010,0,1,38054
901,713,10,6,34
902,641,539,3,611
903,595,145,2,5164
904,3015,219,8,618
905,304,200,5,656
906,3688,0,1,1398
907,1107,0,1,24546
908,3482,139,5,120
909,1430,0,1,9235
910,1252,63,5,195
911,2770,0,1,40911
912,647,0,1,422
913,1771,0,1,30245
914,4232,101,6,169
915,138,162,3,256
916,2740,637,2,33424
917,4583,147,4,379
918,528,67,4,271
919,4823,0,1,5139
920,3216,123,3,305
921,4606,0,1,30507
922,3995,0,1,38108
923,3704,0,1,4976
924,575,110,2,55
925,1008,757,2,205
926,3023,238,6,376
927,4012,340,3,56
928,2482,0,1,438
929,4217,47,5,172
930,3509,0,1,1574
931,668,288,2,738
932,2931,883,3,558
933,2023,209,6,223
934,1530,199,4,403
935,713,34,7,655
936,4935,379,3,581
937,1350,612,2,180
938,2369,314,4,401
939,2821,166,4,5
940,832,335,2,258
941,1118,70,4,945
942,3429,86,8,303
943,295,239,2,35
944,2821,5,5,1054
945,123,717,2,770
946,4844,765,2,178
947,3485,689,5,133
948,4120,130,4,50
949,690,0,1,28228
950,1925,92,5,350
951,4457,197,3,61
952,2514,109,3,2434
953,2005,0,1,5355
954,822,350,3,462
955,687,0,1,57874
956,3534,463,4,181
957,1963,470,2,65
958,2989,370,4,13
959,3263,119,4,334
960,2405,0,1,393
961,749,519,3,165
962,3303,0,1,7710
963,620,781,4,170
964,4851,224,4,598
965,54,91,3,426
966,1682,390,2,625
967,1238,0,1,3128
968,2355,0,1,241
969,3326,384,4,1258
970,3005,0,1,40280
971,2989,13,5,221
972,2847,200,2,202
973,2424,0,1,6771
974,1864,0,1,15985
975,881,522,2,384
976,4020,537,2,119
977,1268,139,5,114
978,295,35,3,799
979,575,55,3,155
980,1296,284,4,97
981,289,131,3,652
982,4553,0,1,1117
983,4012,56,4,480
984,1093,107,6,576
985,3981,0,1,7169
986,25,356,2,1009
987,1337,495,2,221
988,601,0,1,119
989,3128,908,2,151
990,284,365,3,281
991,3021,616,2,99
992,648,382,4,143
993,449,880,4,616
994,1019,149,4,459
995,3771,802,2,917
996,2968,646,3,327
997,2949,0,1,1226
998,4120,50,5,1312
999,4682,243,3,183
1000,608,896,3,265
1001,2512,813,2,2474
1002,156,542,2,186
1003,4523,0,1,11809
1004,3746,0,1,29818
1005,1598,461,4,618
1006,2324,815,2,515
1007,1267,153,6,44
1008,3904,316,5,40
1009,266,157,4,478
1010,1082,0,1,96
1011,48,165,5,466
1012,4457,61,4,126
1013,2182,737,2,180
1014,4248,148,5,170
1015,253,0,1,3908
1016,1263,345,9,296
1017,2664,428,3,209
1018,2184,0,1,43811
1019,4386,400,3,627
1020,4846,0,1,13102
1021,4345,0,1,86733
1022,1963,65,3,220
1023,2674,0,1,6560
1024,3878,0,1,21171
1025,3989,164,2,97
1026,2955,151,4,512
1027,2610,0,1,1204
1028,3482,120,6,938
1029,2277,0,1,11327
1030,4961,134,4,2091
1031,2993,187,4,665
1032,2213,0,1,3178
1033,4493,740,4,82
1034,1440,0,1,10761
1035,3007,960,3,37
1036,4967,0,1,27755
1037,704,382,3,15
1038,2727,830,2,31
1039,887,618,3,481
1040,4247,288,3,181
1041,3996,182,6,632
1042,1311,0,1,6088
1043,2940,652,4,53
1044,771,948,2,719
1045,4685,265,4,1229
1046,4100,606,2,105
1047,4198,252,3,802
1048,3904,40,6,331
1049,3619,990,2,572
1050,4452,550,4,920
1051,1267,44,7,425
1052,704,15,4,170
1053,4431,269,4,47
1054,619,0,1,402
1055,1611,0,1,762
1056,4425,0,1,172
1057,4765,0,1,899
1058,2534,349,4,15
1059,1066,598,3,28
1060,3461,581,2,572
1061,2761,0,1,32057
1062,234,253,4,202
1063,1739,0,1,536
1064,4669,0,1,44084
1065,4621,387,3,34
1066,880,0,1,14645
1067,39,0,1,4731
1068,2415,777,2,280
1069,2727,31,3,77
1070,2866,0,1,15194
1071,4933,459,4,180
1072,3007,37,4,39
1073,2534,15,5,742
1074,4622,545,4,369
1075,1566,0,1,7896
1076,4768,606,2,60
1077,1296,97,5,157
1078,4514,526,3,662
1079,1194,877,4,585
1080,3485,133,6,158
1081,710,0,1,20807
1082,3346,0,1,4783
1083,4232,169,7,2
1084,3731,217,2,355
1085,4232,2,8,286
1086,2282,1045,2,580
1087,1066,28,4,437
1088,209,475,4,31
1089,1651,571,5,286
1090,3021,99,3,140
1091,1268,114,6,138
1092,1491,361,5,110
1093,537,319,3,421
1094,4310,0,1,17887
1095,4020,119,3,203
1096,2940,53,5,58
1097,3262,372,4,193
1098,3448,0,1,4228
1099,4621,34,4,76
1100,4431,47,5,170
1101,4217,172,6,85
1102,1216,336,2,39510
1103,4573,386,3,156
1104,377,371,3,56
1105,1252,195,6,189
1106,1082,96,2,516
1107,601,119,2,690
1108,2365,493,3,745
1109,1114,210,5,61
1110,2947,0,1,9642
1111,3007,39,5,1008
1112,2804,0,1,5963
1113,3330,0,1,2737
1114,2963,698,3,412
1115,4493,82,5,194
1116,4255,406,5,163
1117,1350,180,3,127
1118,2392,0,1,2295
1119,209,31,5,649
1120,990,491,2,335
1121,4172,237,5,163
1122,3989,97,3,26
1123,3745,254,7,30805
1124,4844,178,3,227
1125,4166,0,1,6865
1126,749,165,4,6
1127,2068,344,2,321
1128,4900,0,1,24052
1129,4328,232,4,349
1130,1008,205,3,50
1131,2601,0,1,29378
1132,749,6,5,51
1133,620,170,5,175
1134,575,155,4,43
1135,648,143,5,31
1136,4768,60,3,221
1137,3534,181,5,705
1138,4457,126,5,81
1139,2112,0,1,2045
1140,3128,151,3,190
1141,1513,771,3,717
1142,354,0,1,398
1143,4366,0,1,346
1144,3669,397,6,244
1145,721,0,1,36003
1146,2727,77,4,335
1147,3294,0,1,31814
1148,3989,26,4,30
1149,1715,0,1,37971
1150,191,0,1,3344
1151,4100,105,3,605
1152,4261,0,1,4621
1153,1341,1060,2,28459
1154,2940,58,6,608
1155,1152,1032,3,192
1156,2023,223,7,1257
1157,4724,622,2,181
1158,1789,633,4,306
1159,4983,0,1,32222
1160,377,56,4,336
1161,3182,713,3,79
1162,104,0,1,7757
1163,769,0,1,18021
1164,1205,0,1,8120
1165,238,377,6,185
1166,648,31,6,422
1167,3134,0,1,12511
1168,1303,365,8,113
1169,3280,585,3,374
1170,1114,61,6,630
1171,138,256,4,4875
1172,443,0,1,14132
1173,3953,0,1,11689
1174,2847,202,3,1046
1175,4621,76,5,322
1176,1029,0,1,6326
1177,575,43,5,22
1178,3989,30,5,516
1179,154,0,1,11719
1180,1008,50,4,528
1181,1457,0,1,12453
1182,4682,183,4,480
1183,749,51,6,419
1184,4248,170,6,21
1185,3002,995,3,77
1186,4217,85,7,182
1187,1939,0,1,18546
1188,156,186,3,25
1189,528,271,5,7292
1190,4847,390,6,488
1191,3952,0,1,15391
1192,2989,221,6,281
1193,2182,180,3,131
1194,525,0,1,15493
1195,1874,0,1,8692
1196,4611,589,2,51
1197,3519,0,1,5827
1198,832,258,3,41
1199,575,22,6,25
1200,2700,0,1,1377
1201,3804,303,4,2791
1202,1491,110,6,139
1203,2475,0,1,46226
1204,1071,1010,3,233
1205,4248,21,7,296
1206,3920,0,1,1263
1207,2726,0,1,110
1208,1337,221,3,59
1209,2355,241,2,672
1210,4148,389,4,994
1211,1973,0,1,10971
1212,1454,535,6,215
1213,156,25,4,660
1214,1209,0,1,15057
1215,1388,0,1,260
1216,307,382,6,162
1217,2744,786,3,351
1218,312,0,1,12516
1219,4457,81,6,86
1220,3857,618,2,1391
1221,4247,181,4,315
1222,704,170,5,61
1223,4165,866,3,427
1224,575,25,7,762
1225,3216,305,4,445
1226,2664,209,4,6
1227,1527,914,2,514
1228,4425,172,2,69
1229,1268,138,7,45
1230,3021,140,4,177
1231,900,392,3,299
1232,2664,6,5,34
1233,461,808,3,10
1234,1296,157,6,87
1235,2641,0,1,5192
