timestamp,item_id,time_since_last_access,frequency_count,time_to_next_request
268,5,76,12,98
269,2,3,17,15
270,24,37,3,781
271,14,41,6,54
272,37,194,3,277
273,6,9,8,2
274,34,232,2,76
275,6,2,9,21
276,11,114,6,92
277,21,273,2,2
278,17,57,3,24
279,21,2,3,21
280,1,26,49,2
281,3,44,15,11
282,1,2,50,5
284,2,15,18,10
285,173,187,2,2591
286,139,133,2,639
287,1,5,51,3
289,9,63,8,52
290,1,3,52,5
291,18,50,3,55
292,3,11,16,55
294,2,10,19,12
295,1,5,53,4
296,6,21,10,186
299,1,4,54,13
300,21,21,4,4
302,17,24,4,59
303,23,46,3,531
304,21,4,5,55
306,2,12,20,1
307,2,1,21,1
308,2,1,22,7
311,56,23,2,95
312,1,13,55,5
313,4,50,20,68
314,45,146,3,712
315,2,7,23,12
317,1,5,56,4
318,13,90,4,138
321,1,4,57,1
322,1,1,58,4
323,12,208,3,50
324,122,148,2,784
325,14,54,7,28
326,1,4,59,4
327,2,12,24,12
329,25,156,4,99
330,1,4,60,2
331,7,72,6,2
332,1,2,61,3
333,7,2,7,24
335,1,3,62,1
336,1,1,63,7
339,2,12,25,19
341,9,52,9,8
342,29,254,2,22
343,1,7,64,8
345,10,196,7,59
346,18,55,4,84
347,3,55,17,1
348,3,1,18,36
349,9,8,10,113
350,34,76,3,292
351,1,8,65,4
353,14,28,8,138
354,16,182,2,28
355,1,4,66,7
356,89,181,2,590
357,7,24,8,17
358,2,19,26,13
359,21,55,6,117
361,17,59,5,320
362,1,7,67,13
364,29,22,3,141
366,5,98,13,21
368,11,92,7,35
371,2,13,27,7
373,12,50,4,372
374,7,17,9,20
375,1,13,68,11
377,38,180,3,470
378,2,7,28,22
381,4,68,21,24
382,16,28,3,47
383,22,123,2,448
384,3,36,19,18
386,1,11,69,6
387,5,21,14,50
389,175,264,2,2253
392,1,6,70,4
393,26,178,4,20
394,7,20,10,48
396,1,4,71,3
399,1,3,72,2
400,2,22,29,19
401,1,2,73,7
402,3,18,20,7
403,11,35,8,121
404,10,59,8,29
405,4,24,22,84
406,56,95,3,498
408,1,7,74,7
409,3,7,21,5
413,26,20,5,52
414,3,5,22,11
415,1,7,75,2
416,28,235,2,78
417,1,2,76,1
418,1,1,77,6
419,2,19,30,15
421,66,243,2,2208
423,112,114,2,140
424,1,6,78,7
425,3,11,23,53
426,48,256,2,78
428,25,99,5,55
429,16,47,4,38
430,18,84,5,29
431,1,7,79,4
433,10,29,9,145
434,2,15,31,5
435,1,4,80,1
436,1,1,81,7
437,5,50,15,116
439,2,5,32,2
440,36,68,2,31
441,2,2,33,6
442,7,48,11,85
443,1,7,82,3
446,1,3,83,2
447,2,6,34,4
448,1,2,84,5
450,8,189,5,78
451,2,4,35,4
453,1,5,85,1
454,1,1,86,7
455,2,4,36,9
456,13,138,5,4
459,18,29,6,10
460,13,4,6,239
461,1,7,87,5
462,9,113,11,250
464,2,9,37,8
465,26,52,6,315
466,1,5,88,8
467,16,38,5,45
468,15,389,2,87
469,18,10,7,51
471,36,31,3,490
472,2,8,38,27
474,1,8,89,1
475,1,1,90,2
476,21,117,7,14
477,1,2,91,2
478,3,53,24,23
479,1,2,92,6
480,39,389,2,942
482,6,186,11,26
483,25,55,6,366
485,1,6,93,10
486,657,397,2,4815
489,4,84,23,14
490,21,14,8,31
491,14,138,9,95
494,28,78,3,576
495,1,10,94,23
496,41,438,2,175
497,61,239,4,72
499,2,27,39,11
501,3,23,25,8
502,86,442,2,3268
503,4,14,24,23
504,48,78,3,151
505,29,141,4,138
506,62,368,2,460
507,227,471,2,3320
508,6,26,12,37
509,3,8,26,2
510,2,11,40,6
511,3,2,27,12
512,16,45,6,13
513,47,346,3,908
516,2,6,41,1
517,2,1,42,18
518,1,23,95,4
519,118,272,2,679
520,18,51,8,272
521,21,31,9,18
522,1,4,96,9
523,3,12,28,17
524,11,121,9,77
525,16,13,7,124
526,4,23,25,6
527,7,85,12,107
528,8,78,6,23
530,27,341,3,34
531,1,9,97,13
532,4,6,26,1
533,4,1,27,1
534,4,1,28,62
535,2,18,43,6
539,21,18,10,118
540,3,17,29,12
541,2,6,44,19
542,32,397,2,46
543,141,206,2,5
544,1,13,98,10
545,6,37,13,2
547,6,2,14,12
548,141,5,3,358
549,37,277,4,303
551,8,23,7,101
552,3,12,30,5
553,5,116,16,21
554,1,10,99,4
555,15,87,3,39
557,3,5,31,4
558,1,4,100,7
559,6,12,15,61
560,2,19,45,11
561,3,4,32,9
563,112,140,3,2342
564,27,34,4,40
565,1,7,101,3
568,1,3,102,4
569,61,72,5,235
570,3,9,33,5
571,2,11,46,2
572,1,4,103,8
573,2,2,47,12
574,5,21,17,41
575,3,5,34,16
577,407,210,2,91
578,10,145,10,22
579,67,86,2,1189
580,1,8,104,2
581,85,284,2,1589
582,1,2,105,2
583,74,69,2,467
584,1,2,106,14
585,2,12,48,5
586,14,95,10,6
588,32,46,3,379
590,2,5,49,3
591,3,16,35,11
592,14,6,11,145
593,2,3,50,4
594,15,39,4,71
595,52,261,2,253
596,4,62,29,7
597,2,4,51,20
598,1,14,107,1
599,1,1,108,8
600,10,22,11,14
601,11,77,10,166
602,3,11,36,4
603,4,7,30,9
604,27,40,5,1
605,27,1,6,6
606,3,4,37,12
607,1,8,109,9
608,19,223,2,52
611,27,6,7,108
612,4,9,31,12
613,51,558,3,572
614,10,14,12,33
615,5,41,18,6
616,1,9,110,11
617,2,20,52,16
618,3,12,38,4
619,54,373,2,109
620,6,61,16,62
621,5,6,19,4
622,3,4,39,17
623,186,243,2,907
624,4,12,32,24
625,5,4,20,7
627,1,11,111,1
628,1,1,112,2
629,44,222,2,708
630,1,2,113,1
631,1,1,114,7
632,5,7,21,57
633,2,16,53,2
634,7,107,13,91
635,2,2,54,31
638,1,7,115,3
639,3,17,40,1
640,3,1,41,6
641,1,3,116,12
642,34,292,4,184
643,29,138,5,19
644,20,212,2,183
646,3,6,42,57
647,10,33,13,67
648,4,24,33,10
649,16,124,8,383
652,8,101,8,20
653,1,12,117,3
655,48,151,4,61
656,1,3,118,8
657,21,118,11,112
658,4,10,34,1
659,4,1,35,2
660,19,52,3,125
661,4,2,36,2
662,29,19,6,453
663,4,2,37,20
664,1,8,119,6
665,15,71,5,36
666,2,31,55,7
668,407,91,3,4140
670,1,6,120,7
671,41,175,3,70
672,8,20,9,92
673,2,7,56,1
674,2,1,57,1
675,2,1,58,1
676,2,1,59,9
677,1,7,121,15
681,17,320,6,51
682,6,62,17,8
683,4,20,38,1
684,4,1,39,81
685,2,9,60,1
686,2,1,61,1
687,2,1,62,17
689,5,57,22,101
690,6,8,18,1
691,6,1,19,15
692,1,15,122,1
693,1,1,123,1
694,1,1,124,1
695,1,1,125,1
696,1,1,126,2
697,80,161,2,805
698,1,2,127,2
699,13,239,7,102
700,1,2,128,7
701,15,36,6,4
703,3,57,43,27
704,2,17,63,5
705,15,4,7,84
706,6,15,20,29
707,1,7,129,4
709,2,5,64,1
710,2,1,65,5
711,1,4,130,6
712,9,250,12,56
714,10,67,14,44
715,2,5,66,5
716,48,61,5,1126
717,1,6,131,4
718,210,398,2,2897
719,27,108,8,186
720,2,5,67,3
721,1,4,132,15
722,138,362,2,2995
723,2,3,68,6
725,7,91,14,46
728,54,109,3,586
729,2,6,69,4
730,3,27,44,31
732,17,51,7,109
733,2,4,70,20
734,58,514,2,1614
735,6,29,21,149
736,1,15,133,2
737,14,145,12,141
738,1,2,134,1
739,1,1,135,1
740,1,1,136,8
741,41,70,4,83
744,117,614,2,1317
745,12,372,5,69
748,1,8,137,3
750,140,410,2,308
751,1,3,138,12
753,2,20,71,1
754,2,1,72,1
755,2,1,73,2
757,2,2,74,24
758,10,44,15,93
761,3,31,45,16
763,1,12,139,15
764,8,92,10,36
765,4,81,40,23
767,11,166,11,79
768,9,56,13,40
769,21,112,12,449
771,7,46,15,1
772,7,1,16,41
773,31,745,2,269
777,3,16,46,18
778,1,15,140,5
779,72,548,2,2151
780,26,315,7,361
781,2,24,75,22
783,1,5,141,3
784,393,749,2,1087
785,19,125,4,186
786,1,3,142,1
787,1,1,143,20
788,4,23,41,5
789,15,84,8,10
790,5,101,23,32
792,18,272,9,348
793,4,5,42,127
795,3,18,47,23
796,76,616,2,1249
797,81,208,2,127
799,15,10,9,34
800,8,36,11,10
801,13,102,8,24
803,2,22,76,13
804,61,235,6,1388
807,1,20,144,5
808,9,40,14,49
810,8,10,12,104
812,1,5,145,11
813,7,41,17,41
814,12,69,6,3
816,2,13,77,4
817,12,3,7,78
818,3,23,48,3
820,2,4,78,19
821,3,3,49,37
822,5,32,24,10
823,1,11,146,6
824,41,83,5,195
825,13,24,9,302
826,34,184,5,9
827,20,183,3,311
829,1,6,147,1
830,1,1,148,7
831,22,448,3,205
832,5,10,25,27
833,15,34,10,23
834,23,531,4,49
835,34,9,6,119
837,1,7,149,1
838,1,1,150,4
839,2,19,79,14
841,17,109,8,107
842,1,4,151,2
844,1,2,152,21
845,310,347,2,411
846,11,79,12,33
847,38,470,4,766
848,52,253,3,625
849,25,366,7,50
850,221,183,2,135
851,10,93,16,161
852,37,303,5,225
853,2,14,80,11
854,7,41,18,84
856,15,23,11,142
857,9,49,15,43
858,3,37,50,4
859,5,27,26,13
862,3,4,51,19
864,2,11,81,4
865,1,21,153,4
867,50,616,2,269
868,2,4,82,8
869,1,4,154,2
871,1,2,155,2
872,5,13,27,13
873,1,2,156,15
876,2,8,83,47
877,94,787,2,1698
878,14,141,13,49
879,11,33,13,57
881,3,19,52,6
882,40,484,2,135
883,23,49,5,8
884,6,149,22,129
885,5,13,28,12
886,106,143,2,388
887,3,6,53,39
888,1,15,157,2
890,1,2,158,2
891,23,8,6,372
892,1,2,159,4
895,12,78,8,12
896,1,4,160,6
897,5,12,29,6
899,25,50,8,186
900,9,43,16,62
902,1,6,161,6
903,5,6,30,32
904,56,498,4,143
905,27,186,9,258
906,141,358,4,1427
907,12,12,9,8
908,1,6,162,3
911,1,3,163,1
912,1,1,164,4
914,8,104,13,14
915,12,8,10,134
916,1,4,165,2
918,1,2,166,1
919,1,1,167,2
920,4,127,43,29
921,1,2,168,1
922,1,1,169,8
923,2,47,84,10
924,81,127,3,200
925,139,639,3,193
926,3,39,54,14
927,14,49,14,10
928,8,14,14,31
930,1,8,170,1
931,1,1,171,11
932,113,905,2,559
933,2,10,85,6
935,5,32,31,16
936,11,57,14,84
937,14,10,15,37
938,7,84,19,34
939,2,6,86,40
940,3,14,55,1
941,3,1,56,2
942,1,11,172,5
943,3,2,57,20
945,92,475,2,373
946,89,590,3,1662
947,1,5,173,3
948,17,107,9,151
949,4,29,44,61
950,1,3,174,3
951,5,16,32,9
952,57,573,2,1246
953,1,3,175,2
954,34,119,7,178
955,1,2,176,14
956,68,646,2,481
957,320,175,2,742
959,8,31,15,95
960,5,9,33,27
961,36,490,4,234
962,9,62,17,13
963,3,20,58,15
966,62,460,3,305
967,32,379,4,352
968,43,799,2,233
969,1,14,177,4
971,19,186,5,30
972,7,34,20,11
973,1,4,178,4
974,14,37,16,28
975,9,13,18,30
977,1,4,179,14
978,3,15,59,26
979,2,40,87,29
980,205,354,2,1318
982,102,699,2,1350
983,7,11,21,6
984,259,304,2,568
985,221,135,3,813
987,5,27,34,53
989,7,6,22,4
990,69,9,2,605
991,1,14,180,3
993,7,4,23,50
994,1,3,181,1
995,1,1,182,4
997,99,451,2,1016
998,15,142,12,82
999,1,4,183,4
1001,19,30,6,219
1002,14,28,17,25
1003,1,4,184,4
1004,3,26,60,11
1005,9,30,19,16
1006,82,784,2,871
1007,1,4,185,7
1008,2,29,88,1
1009,2,1,89,16
1010,4,61,45,69
1012,10,161,17,88
1013,6,129,23,109
1014,1,7,186,4
1015,3,11,61,22
1016,97,535,2,49
1017,40,135,3,375
1018,1,4,187,15
1019,41,195,6,677
1020,11,84,15,52
1021,9,16,20,27
1023,199,354,2,534
1024,342,474,2,409
1025,2,16,90,6
1026,45,712,4,428
1027,14,25,18,277
1029,109,116,2,974
1030,33,121,2,43
1031,2,6,91,3
1032,16,383,9,121
1033,1,15,188,6
1034,2,3,92,1
1035,2,1,93,20
1036,22,205,4,58
1037,3,22,62,15
1039,1,6,189,2
1040,5,53,35,52
1041,1,2,190,4
1042,31,269,3,75
1043,7,50,24,135
1045,1,4,191,1
1046,1,1,192,15
1047,56,143,5,2154
1048,9,27,21,5
1049,12,134,11,48
1050,74,467,3,2049
1051,24,781,4,58
1052,3,15,63,5
1053,9,5,22,194
1054,8,95,16,140
1055,2,20,94,13
1057,3,5,64,38
1058,140,308,3,647
1060,53,498,2,307
1061,1,15,193,5
1063,131,563,2,4427
1065,97,49,3,1403
1066,1,5,194,1
1067,1,1,195,8
1068,2,13,95,22
1070,28,576,4,187
1071,157,1046,2,2269
1072,11,52,16,41
1073,33,43,3,1
1074,33,1,4,80
1075,1,8,196,1
1076,1,1,197,2
1077,37,225,6,276
1078,1,2,198,6
1079,4,69,46,27
1080,15,82,13,40
1083,65,1031,2,813
1084,1,6,199,2
1085,25,186,9,36
1086,1,2,200,2
1088,1,2,201,1
1089,1,1,202,2
1090,2,22,96,8
1091,1,2,203,2
1092,5,52,36,24
1093,1,2,204,9
1094,22,58,5,306
1095,3,38,65,12
1096,212,1046,2,1108
1097,12,48,12,13
1098,2,8,97,28
1099,17,151,10,150
1100,10,88,18,133
1101,103,1017,2,914
1102,1,9,205,2
1104,1,2,206,10
1106,4,27,47,113
1107,3,12,66,16
1108,122,784,3,685
1109,24,58,5,82
1110,12,13,13,21
1111,305,932,2,5481
1113,11,41,17,31
1114,1,10,207,11
1115,29,453,7,445
1116,5,24,37,84
1117,31,75,4,28
1118,139,193,4,475
1120,15,40,14,119
1121,25,36,10,106
1122,6,109,24,124
1123,3,16,67,19
1124,81,200,4,524
1125,1,11,208,4
1126,2,28,98,35
1127,13,302,10,89
1128,124,381,2,580
1129,1,4,209,4
1131,12,21,14,90
1132,34,178,8,565
1133,1,4,210,2
1135,1,2,211,8
1136,50,269,3,3
1138,20,311,4,146
1139,50,3,4,761
1140,18,348,10,393
1141,26,361,8,382
1142,3,19,68,9
1143,1,8,212,3
1144,11,31,18,172
1145,31,28,5,14
1146,1,3,213,1
1147,1,1,214,1
1148,1,1,215,2
1149,110,711,2,438
1150,1,2,216,2
1151,3,9,69,35
1152,1,2,217,5
1153,16,121,10,53
1154,33,80,5,48
1157,1,5,218,5
1159,31,14,6,12
1161,2,35,99,8
1162,1,5,219,4
1163,27,258,10,106
1166,1,4,220,1
1167,1,1,221,1
1168,1,1,222,4
1169,2,8,100,1
1170,2,1,101,7
1171,31,12,7,305
1172,1,4,223,1
1173,1,1,224,7
1174,55,717,2,1420
1175,553,15,2,241
1177,2,7,102,6
1178,7,135,25,60
1180,1,7,225,1
1181,1,1,226,3
1183,2,6,103,7
1184,1,3,227,4
1185,51,572,4,766
1186,3,35,70,1
1187,3,1,71,75
1188,1,4,228,1
1189,1,1,229,4
1190,2,7,104,2
1191,24,82,6,5
1192,2,2,105,17
1193,1,4,230,15
1194,8,140,17,128
1195,36,234,5,625
1196,24,5,7,183
1198,118,679,3,1092
1200,5,84,38,11
1201,43,233,3,522
1202,33,48,6,88
1203,123,45,2,3492
1206,16,53,11,45
1208,1,15,231,7
1209,2,17,106,5
1210,333,123,2,371
1211,5,11,39,67
1212,308,201,2,1467
1213,674,525,2,6435
1214,2,5,107,12
1215,1,7,232,7
1216,13,89,11,15
1218,21,449,13,14
1219,4,113,48,17
1220,19,219,7,44
1221,12,90,15,37
1222,1,7,233,7
1223,348,774,2,4368
1225,489,144,2,1706
1226,2,12,108,2
1227,25,106,11,715
1228,2,2,109,13
1229,1,7,234,1
1230,1,1,235,4
1231,13,15,12,100
1232,21,14,14,394
1233,10,133,19,20
1234,1,4,236,21
1235,177,748,2,2960
1236,4,17,49,18
1238,7,60,26,68
1239,15,119,15,99
1241,2,13,110,1
1242,2,1,111,54
1244,126,435,2,484
1246,6,124,25,14
1247,9,194,23,66
1249,17,150,11,131
1251,16,45,12,221
1253,10,20,20,42
1254,4,18,50,25
1255,1,21,237,10
1256,310,411,3,7095
1257,28,187,5,45
1258,12,37,16,88
1260,6,14,26,41
1262,3,75,72,98
1263,23,372,7,124
1264,19,44,8,777
1265,1,10,238,3
1268,1,3,239,2
1269,27,106,11,268
1270,1,2,240,2
1271,62,305,4,1321
1272,1,2,241,1
1273,1,1,242,3
1274,106,388,3,595
1276,1,3,243,4
1277,391,27,2,7307
1278,5,67,40,16
1279,4,25,51,3
1280,1,4,244,7
1282,4,3,52,28
1284,20,146,5,106
1286,120,985,2,1248
1287,1,7,245,2
1288,64,732,2,334
1289,1,2,246,2
1290,33,88,7,140
1291,1,2,247,1
1292,1,1,248,5
1294,5,16,41,23
1295,10,42,21,81
1296,2,54,112,11
1297,1,5,249,2
1299,1,2,250,1
1300,1,1,251,5
1301,6,41,27,54
1302,28,45,6,103
1303,631,551,2,7700
1304,14,277,19,139
1305,1,5,252,4
1306,7,68,27,18
1307,2,11,113,1
1308,2,1,114,15
1309,1,4,253,3
1310,4,28,53,20
1312,1,3,254,17
1313,9,66,24,13
1314,54,586,4,84
1315,191,181,2,560
1316,11,172,19,87
1317,5,23,42,10
1318,92,373,3,642
1319,32,352,5,188
1322,8,128,18,32
1323,2,15,115,29
1324,7,18,28,70
1325,503,1165,2,8892
1326,9,13,25,58
1327,5,10,43,13
1328,60,435,2,352
1329,1,17,255,7
1330,4,20,54,2
1331,13,100,13,34
1332,4,2,55,3
1334,130,1151,2,3137
1335,4,3,56,16
1336,1,7,256,3
1337,44,708,3,94
1338,15,99,16,85
1339,1,3,257,3
1340,5,13,44,1
1341,5,1,45,169
1342,1,3,258,5
1343,304,948,2,2388
1344,73,1243,3,377
1346,12,88,17,15
1347,1,5,259,1
1348,1,1,260,25
1351,4,16,57,8
1352,2,29,116,4
1353,37,276,7,356
1354,8,32,19,60
1355,6,54,28,40
1356,2,4,117,1
1357,2,1,118,11
1359,4,8,58,5
1360,3,98,73,3
1361,12,15,18,28
1362,70,1158,3,1306
1363,3,3,74,7
1364,4,5,59,7
1365,13,34,14,17
1367,53,307,3,430
1368,2,11,119,6
1370,3,7,75,32
1371,4,7,60,44
1372,168,308,2,139
1373,1,25,261,4
1374,2,6,120,4
1376,10,81,22,188
1377,1,4,262,14
1378,2,4,121,10
1379,24,183,8,303
1380,17,131,12,28
1382,13,17,15,102
1384,9,58,26,79
1387,23,124,8,9
1388,2,10,122,11
1389,12,28,19,8
1390,20,106,6,88
1391,1,14,263,2
1392,40,375,4,342
1393,1,2,264,16
1394,7,70,29,25
1395,6,40,29,109
1396,23,9,9,177
1397,12,8,20,86
1398,54,84,5,543
1399,2,11,123,12
1400,22,306,6,301
1401,114,693,2,916
1402,3,32,76,4
1403,11,87,20,368
1405,28,103,7,115
1406,3,4,77,41
1408,17,28,13,41
1409,1,16,265,1
1410,1,1,266,7
1411,2,12,124,2
1412,90,145,2,665
1413,2,2,125,13
1414,8,60,20,4
1415,4,44,61,5
1416,553,241,3,9155
1417,1,7,267,21
1418,8,4,21,67
1419,7,25,30,107
1420,4,5,62,9
1421,47,908,4,755
1422,39,942,3,30
1423,15,85,17,33
1425,93,42,2,3014
1426,2,13,126,1
1427,2,1,127,9
1428,216,891,2,1001
1429,4,9,63,13
1430,33,140,8,4
1431,44,94,4,376
1432,129,1214,2,127
1433,342,409,3,252
1434,33,4,9,189
1436,2,9,128,3
1437,68,481,3,3
1438,1,21,268,6
1439,2,3,129,6
1440,68,3,4,445
1442,4,13,64,50
1443,14,139,20,15
1444,1,6,269,13
1445,2,6,130,6
1446,125,161,2,503
1447,3,41,78,1
1448,3,1,79,2
1449,17,41,14,282
1450,3,2,80,24
1451,2,6,131,10
1452,39,30,4,281
1454,45,428,5,390
1456,15,33,18,146
1457,1,13,270,2
1458,14,15,21,32
1459,1,2,271,1
1460,1,1,272,2
1461,2,10,132,4
1462,1,2,273,2
1463,9,79,27,123
1464,1,2,274,4
1465,2,4,133,1
1466,2,1,134,3
1468,1,4,275,2
1469,2,3,135,8
1470,1,2,276,5
1471,425,895,2,6588
1472,16,221,13,343
1473,52,625,4,791
1474,3,24,81,5
1475,1,5,277,11
1476,31,305,8,115
1477,2,8,136,5
1478,20,88,7,316
1479,3,5,82,8
1481,460,1350,2,6032
1482,2,5,137,17
1483,12,86,21,29
1484,13,102,16,19
1485,8,67,22,82
1486,1,11,278,2
1487,3,8,83,2
1488,1,2,279,5
1489,3,2,84,19
1490,14,32,22,151
1491,113,559,3,526
1492,4,50,65,6
1493,1,5,280,2
1495,1,2,281,2
1497,1,2,282,4
1498,4,6,66,7
1499,2,17,138,10
1500,127,1372,2,157
1501,1,4,283,13
1502,80,805,3,1075
1503,13,19,17,259
1504,6,109,30,9
1505,4,7,67,17
1507,32,188,6,209
1508,3,19,85,10
1509,2,10,139,18
1510,5,169,46,26
1511,168,139,3,1497
1512,12,29,22,117
1513,6,9,31,8
1514,1,13,284,3
1517,1,3,285,2
1518,3,10,86,6
1519,1,2,286,9
1520,28,115,8,78
1521,6,8,32,8
1522,4,17,68,10
1523,26,382,9,86
1524,3,6,87,1
1525,3,1,88,17
1526,7,107,31,111
1527,2,18,140,14
1528,1,9,287,10
1529,6,8,33,19
1530,186,907,3,3748
1531,247,545,2,1538
1532,4,10,69,2
1533,18,393,11,50
1534,4,2,70,40
1535,189,274,2,744
1536,5,26,47,36
1537,27,268,12,3
1538,1,10,288,1
1539,1,1,289,8
1540,27,3,13,21
1541,2,14,141,12
1542,3,17,89,21
1544,84,738,2,2108
1547,1,8,290,7
1548,6,19,34,20
1549,316,655,2,1504
1550,174,819,2,1703
1551,821,1235,2,8108
1552,259,568,3,2526
1553,2,12,142,9
1554,1,7,291,2
1555,265,318,2,1638
1556,1,2,292,2
1557,199,534,3,766
1558,1,2,293,7
1559,129,127,3,868
1560,29,445,8,183
1561,27,21,14,212
1562,2,9,143,4
1563,3,21,90,13
1564,10,188,23,235
1565,1,7,294,4
1566,2,4,144,37
1567,8,82,23,54
1568,6,20,35,228
1569,1,4,295,2
1571,1,2,296,26
1572,5,36,48,13
1573,23,177,10,31
1574,4,40,71,3
1575,30,848,2,142
1576,3,13,91,30
1577,4,3,72,13
1578,621,361,2,5839
1579,556,334,2,6210
1581,333,371,3,904
1583,18,50,12,37
1585,5,13,49,82
1586,9,123,28,25
1587,110,438,3,433
1588,527,255,2,11222
1590,4,13,73,53
1591,31,115,9,101
1593,139,475,5,3348
1595,69,605,3,776
1597,1,26,297,2
1598,28,78,9,176
1599,1,2,298,1
1600,1,1,299,7
1602,15,146,19,3
1603,2,37,145,11
1604,23,31,11,66
1605,15,3,20,173
1606,3,30,92,29
1607,1,7,300,5
1608,349,780,2,1702
1609,26,86,10,27
1610,298,1245,2,3638
1611,9,25,29,115
1612,1,5,301,5
1613,38,766,5,766
1614,2,11,146,1
1615,2,1,147,1
1616,2,1,148,2
1617,1,5,302,10
1618,2,2,149,7
1620,18,37,13,180
1621,8,54,24,32
1622,64,334,3,351
1623,33,189,10,594
1624,79,171,2,2163
1625,2,7,150,7
1626,21,394,15,19
1627,1,10,303,3
1629,12,117,23,49
1630,1,3,304,3
1632,2,7,151,23
1633,1,3,305,5
1634,193,552,2,5040
1635,3,29,93,34
1636,26,27,11,837
1637,7,111,32,7
1638,1,5,306,8
1641,14,151,23,277
1642,165,53,2,45
1643,4,53,74,22
1644,7,7,33,69
1645,21,19,16,138
1646,1,8,307,10
1647,261,968,2,5985
1648,81,524,5,580
1650,46,426,2,21
1653,8,32,25,8
1654,206,793,2,3576
1655,2,23,152,17
1656,1,10,308,6
1657,127,157,3,1101
1661,8,8,26,29
1662,1,6,309,1
1663,1,1,310,1
1664,1,1,311,4
1665,4,22,75,49
1666,107,1519,2,296
1667,5,82,50,8
1668,1,4,312,6
1669,3,34,94,15
1670,23,66,12,170
1671,46,21,3,417
1672,2,17,153,4
1674,1,6,313,5
1675,5,8,51,37
1676,2,4,154,5
1678,12,49,24,33
1679,1,5,314,7
1680,60,352,3,425
1681,2,5,155,12
1682,24,303,9,22
1684,3,15,95,18
1685,342,252,4,711
1686,1,7,315,3
1687,165,45,3,1210
1689,1,3,316,2
1690,8,29,27,37
1691,1,2,317,16
1692,31,101,10,307
1693,2,12,156,2
1695,2,2,157,11
1696,41,677,7,162
1697,34,565,9,167
1699,320,742,3,88
1701,22,301,7,179
1702,3,18,96,1
1703,3,1,97,35
1704,24,22,10,287
1705,140,647,4,19
1706,2,11,158,13
1707,1,16,318,13
1708,124,580,3,1911
