timestamp,item_id,time_since_last_access,frequency_count,time_to_next_request
217,1,1,51,6
218,7,22,8,37
219,2,21,24,17
220,8670139,0,1,0
221,522,0,1,4756
222,1128,0,1,99423
223,1,6,52,7
224,4071,0,1,5523
225,1164,0,1,4044
226,24170,0,1,0
227,5,37,8,2
228,3,15,11,16
229,5,2,9,27
230,1,7,53,4
231,4,110,4,15
232,357,0,1,3169
233,1015,0,1,28201
234,1,4,54,5
235,9,29,4,5
236,2,17,25,1
237,2,1,26,25
238,1056,0,1,29905
239,1,5,55,10
240,9,5,5,62
241,376591,0,1,0
242,5322,0,1,0
243,6,58,5,70
244,3,16,12,17
245,13,238,2,140
246,4,15,5,17
247,17,0,1,547
248,537,0,1,13784
249,1,10,56,1
250,1,1,57,7
251,8,42,3,155
252,109,0,1,397
253,176,0,1,2268
254,1241,0,1,20313
255,7,37,9,26
256,5,27,10,22
257,1,7,58,2
258,285,0,1,299
259,1,2,59,1
260,1,1,60,4
261,3,17,13,77
262,2,25,27,9
263,4,17,6,2
264,1,4,61,13
265,4,2,7,4
266,15,0,1,154
267,3817,0,1,0
268,257039,0,1,0
269,4,4,8,15
270,13999127,0,1,0
271,2,9,28,3
272,2089,0,1,85737
273,468908522,0,1,0
274,2,3,29,16
275,12,109,4,12
276,39337,0,1,0
277,1,13,62,2
278,5,22,11,85
279,1,2,63,3
280,116258,0,1,0
281,7,26,10,18
282,1,3,64,3
283,37,0,1,117
284,4,15,9,40
285,1,3,65,19
286,45,0,1,30
287,12,12,5,10
288,93,0,1,1793
289,354,0,1,418
290,2,16,30,33
291,142959004,0,1,0
292,12608548,0,1,0
293,909,0,1,13309
294,24277,0,1,0
295,17822468,0,1,0
296,7256,0,1,0
297,12,10,6,22
298,117,0,1,3434
299,7,18,11,18
300,18,0,1,200
301,1550,0,1,13252
302,9,62,6,4
303,1403,0,1,3350
304,1,19,66,4
305,14267,0,1,0
306,9,4,7,218
307,1201,0,1,16046
308,1,4,67,1
309,1,1,68,11
310,94,302,2,1944
311,1163,0,1,11421
312,166,112,2,946
313,6,70,6,58
314,427,0,1,256
315,565,0,1,5952
316,45,30,2,153
317,7,18,12,62
318,754,0,1,46876
319,12,22,7,51
320,1,11,69,8
321,1205,0,1,17399
322,132,0,1,998
323,2,33,31,3
324,4,40,10,5
325,353,0,1,1616
326,2,3,32,7
327,48,151,2,711
328,1,8,70,8
329,4,5,11,18
330,38,0,1,493
331,49,0,1,1338
332,19996,0,1,0
333,2,7,33,17
334,684,0,1,26774
335,23,0,1,20
336,1,8,71,1
337,1,1,72,4
338,3,77,14,8
339,84,0,1,13
340,191145360,0,1,0
341,1,4,73,1
342,1,1,74,1
343,1,1,75,1
344,1,1,76,5
345,31389653,0,1,0
346,3,8,15,14
347,4,18,12,21
348,70,0,1,105
349,1,5,77,2
350,2,17,34,11
351,1,2,78,8
352,84,13,2,786
353,202017,0,1,0
354,31,0,1,284
355,23,20,2,34
356,3903,0,1,26612
357,41,0,1,432
358,81520,0,1,0
359,1,8,79,7
360,3,14,16,7
361,2,11,35,3
362,17515,0,1,0
363,5,85,12,9
364,2,3,36,9
365,303280,0,1,0
366,1,7,80,22
367,3,7,17,2
368,4,21,13,19
369,3,2,18,15
370,12,51,8,195
371,6,58,7,24
372,5,9,13,20
373,2,9,37,13
374,1091,0,1,43344
375,47,0,1,365
376,856,0,1,15482
377,415,0,1,17104
378,4665,0,1,0
379,7,62,13,81
380,339,0,1,995
381,249,0,1,6403
382,2885,0,1,74675
383,131,0,1,303
384,3,15,19,21
385,13,140,3,5
386,2,13,38,8
387,4,19,14,61
388,1,22,81,11
389,23,34,3,122
390,13,5,4,93
391,21,0,1,141
392,5,20,14,5
393,2320,0,1,33591
394,2,8,39,10
395,6,24,8,14
396,72341,0,1,0
397,5,5,15,21
398,87,0,1,988
399,1,11,82,3
400,37,117,2,90
401,1005,0,1,4083
402,1,3,83,1
403,1,1,84,13
404,2,10,40,10
405,3,21,20,14
406,8,155,4,142
407,128569463,0,1,0
408,2416303,0,1,0
409,6,14,9,76
410,120,0,1,1285
411,3023,0,1,15140
412,1909,0,1,19098
413,105595,0,1,0
414,2,10,41,27
415,323,0,1,3547
416,1,13,85,1
417,1,1,86,4
418,5,21,16,7
419,3,14,21,8
420,15,154,2,246
421,1,4,87,5
422,111,0,1,323
423,1963,0,1,0
424,2223718,0,1,0
425,5,7,17,7
426,1,5,88,4
427,3,8,22,28
428,10,224,5,84
429,53,0,1,101
430,1,4,89,6
431,4599,0,1,67672
432,5,7,18,64
433,790,0,1,29566
434,5665,0,1,3105
435,67,359,2,650
436,1,6,90,6
437,242,0,1,6517
438,42,0,1,1357
439,15402,0,1,0
440,212,0,1,2559
441,2,27,42,2
442,1,6,91,3
443,2,2,43,3
444,130,0,1,897
445,1,3,92,4
446,2,3,44,18
447,5997,0,1,50931
448,4,61,15,110
449,1,4,93,1
450,1,1,94,1
451,1,1,95,5
452,19,443,2,115
453,70,105,2,1238
454,37752,0,1,0
455,3,28,23,38
456,1,5,96,1
457,1,1,97,1
458,1,1,98,12
459,2413733,0,1,0
460,7,81,14,138
461,2581,0,1,0
462,2003537,0,1,0
463,73,0,1,289
464,2,18,45,2
465,178,0,1,2397
466,2,2,46,42
467,750,0,1,8359
468,967640,0,1,0
469,45,153,3,181
470,1,12,99,1
471,1,1,100,1
472,1,1,101,6
473,168002,0,1,0
474,749,0,1,8736
475,1551824,0,1,0
476,11604,0,1,0
477,9572,0,1,0
478,1,6,102,3
479,358,300,2,1080
480,11,386,2,93
481,1,3,103,7
482,62,0,1,7
483,13,93,5,96
484,1428,0,1,17355
485,6,76,10,38
486,334558,0,1,0
487,161091,0,1,0
488,1,7,104,4
489,62,7,2,564
490,37,90,3,439
491,24,402,3,316
492,1,4,105,5
493,3,38,24,16
494,23467,0,1,0
495,562,0,1,4699
496,5,64,19,7
497,1,5,106,4
498,3662,0,1,0
499,61,0,1,440
500,18,200,2,42
501,1,4,107,3
502,20,359,5,75
503,5,7,20,91
504,1,3,108,2
505,101,0,1,664
506,1,2,109,4
507,582215,0,1,0
508,2,42,47,33
509,3,16,25,12
510,1,4,110,4
511,23,122,4,449
512,10,84,6,95
513,1011,0,1,9543
514,1,4,111,1
515,1,1,112,5
516,2235,0,1,1706
517,952,0,1,45259
518,82322,0,1,0
519,18554,0,1,83379
520,1,5,113,2
521,3,12,26,53
522,1,2,114,3
523,6,38,11,41
524,9,218,8,105
525,1,3,115,1
526,1,1,116,5
527,27,446,2,1139
528,137,0,1,690
529,78,0,1,426
530,53,101,2,667
531,1,5,117,6
532,21,141,2,91
533,126,0,1,11
534,92,0,1,512
535,22,0,1,187
536,424,0,1,4492
537,1,6,118,1
538,1,1,119,2
539,441,0,1,18762
540,1,2,120,7
541,2,33,48,4
542,18,42,3,169
543,411908647,0,1,0
544,126,11,2,1481
545,2,4,49,8
546,565899,0,1,0
547,1,7,121,5
548,8,142,5,57
549,891,0,1,2119
550,759942,0,1,0
551,877928190,0,1,0
552,1,5,122,2
553,2,8,50,2
554,1,2,123,8
555,2,2,51,17
556,35218,0,1,0
557,285,299,2,2351
558,4,110,16,8
559,633,0,1,11645
560,319,0,1,15091
561,225,0,1,28526
562,1,8,124,7
563,200,0,1,78
564,6,41,12,4
565,12,195,9,205
566,4,8,17,37
567,19,115,3,44
568,6,4,13,101
569,1,7,125,2
570,427,256,2,788
571,1,2,126,13
572,2,17,52,11
573,11,93,3,49
574,3,53,27,50
575,16089,0,1,0
576,1092409,0,1,0
577,20,75,6,27
578,3790,0,1,0
579,13,96,6,51
580,16,430,5,114
581,65,0,1,635
582,960620,0,1,0
583,2,11,53,25
584,1,13,127,1
585,1,1,128,1
586,1,1,129,1
587,1,1,130,26
588,993153,0,1,0
589,8087,0,1,0
590,5019,0,1,98819
591,28,0,1,68
592,26131,0,1,87738
593,736,0,1,6932
594,5,91,21,7
595,216653,0,1,0
596,21934,0,1,0
597,197,390,2,707
598,7,138,15,2
599,2008,0,1,0
600,7,2,16,2
601,5,7,22,8
602,7,2,17,76
603,4,37,18,129
604,20,27,7,112
605,8,57,6,50
606,59242052,0,1,0
607,10,95,7,13
608,2,25,54,49
609,5,8,23,8
610,34515,0,1,0
611,19,44,4,353
612,33,0,1,588
613,1,26,131,5
614,486,0,1,186
615,154,0,1,1925
616,30,506,2,200
617,5,8,24,23
618,1,5,132,1
619,1,1,133,2
620,10,13,8,14
621,1,2,134,15
622,11,49,4,10
623,21,91,3,437
624,3,50,28,1
625,3,1,29,12
626,630,0,1,1893
627,85,0,1,1613
628,36,0,1,143
629,9,105,9,134
630,13,51,7,83
631,119,0,1,836
632,11,10,5,11
633,1687,0,1,60976
634,10,14,9,14
635,102,0,1,603
636,1,15,135,8
637,3,12,30,16
638,31,284,2,340
639,7423,0,1,0
640,5,23,25,31
641,200,78,2,3671
642,2041,0,1,45856
643,11,11,6,133
644,1,8,136,10
645,3247,0,1,69689
646,74,0,1,88
647,1491960,0,1,0
648,10,14,10,37
649,109,397,2,1926
650,45,181,4,338
651,256,0,1,10812
652,127,514,2,1095
653,3,16,31,3
654,1,10,137,26
655,8,50,7,38
656,3,3,32,9
657,2,49,55,1
658,2,1,56,4
659,28,68,2,476
660,34,519,2,113
661,1285726198,0,1,0
662,2,4,57,5
663,1886660100,0,1,0
664,1673074,0,1,0
665,3,9,33,11
666,15,246,3,149
667,2,5,58,28
668,1965,0,1,0
669,6,101,14,3
670,7699,0,1,0
671,5,31,26,28
672,6,3,15,34
673,328131018,0,1,0
674,3832952,0,1,0
675,3226819,0,1,0
676,3,11,34,7
677,1456,0,1,9752
678,7,76,18,89
679,364472,0,1,0
680,1,26,138,8
681,1150,0,1,51501
682,6092525,0,1,0
683,3,7,35,17
684,14,511,3,145
685,10,37,11,68
686,131,303,2,295
687,271359,0,1,0
688,1,8,139,3
689,66,0,1,1102
690,2071,0,1,20706
691,1,3,140,6
692,156266,0,1,0
693,8,38,8,49
694,16,114,6,321
695,2,28,59,1
696,2,1,60,8
697,1,6,141,5
698,174,0,1,1000
699,5,28,27,31
700,3,17,36,74
701,3906648,0,1,0
702,1,5,142,12
703,1472,0,1,94798
704,2,8,61,16
705,40,557,2,230
706,6,34,16,6
707,354,418,2,304
708,107,0,1,2161
709,2069217,0,1,0
710,4379,0,1,13295
711,18,169,4,195
712,6,6,17,101
713,13,83,8,166
714,1,12,143,1
715,1,1,144,22
716,20,112,8,20
717,62358,0,1,0
718,88125,0,1,0
719,43,0,1,808
720,2,16,62,5
721,137822,0,1,0
722,22,187,2,270
723,147465834,0,1,0
724,144932,0,1,0
725,2,5,63,21
726,33158,0,1,0
727,1434,0,1,20885
728,52,0,1,1282
729,4442232,0,1,0
730,5,31,28,65
731,55804,0,1,0
732,4,129,19,1
733,4,1,20,60
734,74,88,2,52
735,989,0,1,11592
736,20,20,9,240
737,1,22,145,1
738,1,1,146,5
739,10386,0,1,2171
740,47,365,2,456
741,938,0,1,12834
742,8,49,9,64
743,1,5,147,1
744,1,1,148,4
745,111,323,2,2772
746,2,21,64,15
747,7197,0,1,0
748,1,4,149,1
749,1,1,150,6
750,2017,0,1,47999
751,818,0,1,27546
752,73,289,2,369
753,10,68,12,87
754,2979,0,1,71568
755,1,6,151,1
756,1,1,152,1
757,1,1,153,8
758,472,0,1,10857
759,973,0,1,19916
760,118,0,1,1891
761,2,15,65,1
762,2,1,66,2
763,9,134,10,132
764,2,2,67,5
765,1,8,154,7
766,4419,0,1,83449
767,7,89,19,108
768,1325,0,1,8876
769,2,5,68,8
770,12,205,10,117
771,36,143,2,963
772,1,7,155,3
773,34,113,3,338
774,3,74,37,30
775,1,3,156,3
776,11,133,7,124
777,2,8,69,5
778,1,3,157,7
779,254,0,1,3804
780,9889,0,1,0
781,128,0,1,1820
782,2,5,70,15
783,121,0,1,363
784,7063590,0,1,0
785,1,7,158,3
786,74,52,3,72
787,21935,0,1,0
788,1,3,159,4
789,41,432,2,1394
790,825345,0,1,0
791,825215,0,1,0
792,1,4,160,13
793,4,60,21,21
794,17,547,2,150
795,5,65,29,4
796,828344,0,1,0
797,2,15,71,11
798,7841,0,1,0
799,5,4,30,65
800,486,186,2,11924
801,914912,0,1,0
802,5152,0,1,11419
803,143,0,1,1600
804,3,30,38,37
805,1,13,161,23
806,8,64,10,243
807,24,316,4,337
808,2,11,72,2
809,67050,0,1,0
810,2,2,73,8
811,5475,0,1,33879
812,717,0,1,4522
813,6,101,18,37
814,4,21,22,18
815,15,149,4,111
816,30,200,3,405
817,3535,0,1,2807
818,2,8,74,4
819,865,0,1,22795
820,363,0,1,6308
821,240006,0,1,0
822,2,4,75,2
823,38,493,2,182
824,2,2,76,14
825,35,724,2,210
826,373323,0,1,0
827,5605803,0,1,0
828,1,23,162,6
829,14,145,4,222
830,10717,0,1,0
831,3278,0,1,28349
832,4,18,23,17
833,1948346,0,1,0
834,1,6,163,3
835,1818,0,1,40570
836,112,0,1,840
837,1,3,164,6
838,2,14,77,8
839,1217987,0,1,0
840,10,87,13,5
841,3,37,39,1
842,3,1,40,54
843,1,6,165,11
844,2076,0,1,10671
845,10,5,14,11
846,2,8,78,26
847,946,0,1,1265
848,159,0,1,1952
849,4,17,24,10
850,6,37,19,7
851,1073991,0,1,0
852,3093,0,1,0
853,81,0,1,176
854,1,11,166,6
855,24105,0,1,16753
856,10,11,15,156
857,6,7,20,70
858,74,72,4,1456
859,4,10,25,52
860,1,6,167,11
861,1074,0,1,8190
862,269,0,1,216
863,280,0,1,2090
864,5,65,31,1
865,5,1,32,26
866,3537,0,1,0
867,58661,0,1,0
868,3997,0,1,0
869,20996155,0,1,0
870,134,734,2,2723
871,1,11,168,3
872,2,26,79,1
873,2,1,80,24
874,1,3,169,3
875,7,108,20,17
876,8750987,0,1,0
877,1,3,170,1
878,1,1,171,2
879,13,166,9,230
880,1,2,172,2
881,302,0,1,11175
882,1,2,173,1
883,1,1,174,1
884,1,1,175,15
885,80,0,1,273
886,994,0,1,147
887,12,117,11,11
888,340996,0,1,0
889,816,0,1,10491
890,29,0,1,94
891,5,26,33,23
892,7,17,21,42
893,156,0,1,1455
894,116,789,2,1969
895,9,132,11,70
896,3,54,41,12
897,2,24,81,6
898,12,11,12,79
899,1,15,176,6
900,11,124,8,161
901,400,0,1,3562
902,203,0,1,1590
903,2,6,82,17
904,1711,0,1,7681
905,1,6,177,2
906,18,195,5,16
907,1,2,178,2
908,3,12,42,17
909,1,2,179,1
910,1,1,180,11
911,4,52,26,6
912,637,0,1,2949
913,35402,0,1,0
914,5,23,34,32
915,55,0,1,30
916,32,0,1,315
917,4,6,27,19
918,7250359,0,1,0
919,236,0,1,1470
920,2,17,83,27
921,1,11,181,7
922,18,16,6,562
923,51096615,0,1,0
924,71,0,1,14
925,3,17,43,18
926,15,111,5,539
927,6,70,21,44
928,1,7,182,2
929,37,439,4,296
930,1,2,183,7
931,258,0,1,10715
932,284479,0,1,0
933,881,0,1,22064
934,7,42,22,82
935,40,230,3,478
936,4,19,28,5
937,1,7,184,3
938,71,14,2,441
939,61,440,2,822
940,1,3,185,2
941,4,5,29,8
942,1,2,186,8
943,3,18,44,42
944,17,150,3,13
945,55,30,2,569
946,5,32,35,6
947,2,27,84,14
948,207293,0,1,0
949,4,8,30,24
950,1,8,187,6
951,301,0,1,5232
952,5,6,36,61
953,79082,0,1,0
954,91,0,1,307
955,78,426,2,3302
956,1,6,188,2
957,17,13,4,30
958,1,2,189,4
959,118871,0,1,0
960,23,449,5,84
961,2,14,85,18
962,1,4,190,4
963,1876855,0,1,0
964,19,353,5,4
965,9,70,12,37
966,1,4,191,1
967,1,1,192,3
968,19,4,6,279
969,54940,0,1,0
970,1,3,193,16
971,6,44,22,43
972,1077516,0,1,0
973,4,24,31,20
974,19247934,0,1,0
975,133,0,1,1836
976,20,240,10,294
977,12,79,13,87
978,31,340,3,811
979,2,18,86,28
980,3742,0,1,0
981,131,295,3,1039
982,167,0,1,240
983,655,0,1,12928
984,29,94,2,2100
985,3,42,45,38
986,1,16,194,5
987,17,30,5,76
988,45,338,5,944
989,907,0,1,19240
990,4565215,0,1,0
991,1,5,195,3
992,22,270,3,34
993,4,20,32,3
994,1,3,196,5
995,842,0,1,27
996,4,3,33,49
997,97,0,1,1332
998,196,0,1,1973
999,1,5,197,5
1000,2485653,0,1,0
1001,262,0,1,65
1002,9,37,13,73
1003,847875513,0,1,0
1004,1,5,198,6
1005,38,182,3,231
1006,144,0,1,9926
1007,2,28,87,10
1008,432,0,1,5327
1009,1318470,0,1,0
1010,1,6,199,9
1011,354,304,3,9532
1012,10,156,16,181
1013,5,61,37,55
1014,6,43,23,62
1015,16,321,7,92
1016,7,82,23,34
1017,2,10,88,7
1018,586,0,1,26927
1019,1,9,200,6
1020,26,829,4,185
1021,3989,0,1,86686
1022,842,27,2,37224
1023,3,38,46,71
1024,2,7,89,6
1025,1,6,201,3
1026,22,34,4,194
1027,159690983,0,1,0
1028,1,3,202,4
1029,81,176,2,600
1030,2,6,90,17
1031,182,0,1,4935
1032,1,4,203,2
1033,994,147,2,3675
1034,1,2,204,5
1035,35,210,3,467
1036,1564,0,1,15147
1037,32816,0,1,0
1038,48,711,3,1795
1039,1,5,205,1
1040,1,1,206,12
1041,2325551,0,1,0
1042,313,0,1,927
1043,4535,0,1,67055
1044,23,84,6,937
1045,4,49,34,42
1046,92,512,2,982
1047,2,17,91,20
1048,58,0,1,1236
1049,8,243,11,96
1050,7,34,24,22
1051,14,222,5,113
1052,1,12,207,2
1053,62,564,3,1166
1054,1,2,208,1
1055,1,1,209,7
1056,2960,0,1,85099
1057,122356,0,1,0
1058,1383,0,1,47623
1059,1538,0,1,1709
1060,21,437,4,186
1061,11,161,9,25
1062,1,7,210,3
1063,17,76,6,252
1064,12,87,14,33
1065,1,3,211,4
1066,262,65,2,3426
1067,2,20,92,3
1068,5,55,38,5
1069,1,4,212,2
1070,2,3,93,9
1071,1,2,213,6
1072,7,22,25,199
1073,5,5,39,217
1074,2861,0,1,9932
1075,9,73,14,74
1076,6,62,24,79
1077,1,6,214,7
1078,269,216,2,2739
1079,2,9,94,2
1080,50508286,0,1,0
1081,2,2,95,7
1082,1145,0,1,73767
1083,376,0,1,4885
1084,1,7,215,6
1085,67,650,3,629
1086,11,25,10,13
1087,4,42,35,14
1088,2,7,96,1
1089,2,1,97,4
1090,1,6,216,2
1091,153213,0,1,0
1092,1,2,217,4
1093,2,4,98,9
1094,3,71,47,28
1095,46,1051,2,31
1096,1,4,218,2
1097,12,33,15,90
1098,1,2,219,10
1099,11,13,11,128
1100,114555,0,1,0
1101,4,14,36,67
1102,2,9,99,2
1103,33868928,0,1,0
1104,2,2,100,2
1105,272496,0,1,0
1106,2,2,101,10
1107,16,92,8,204
1108,1,10,220,2
1109,13,230,10,15
1110,1,2,221,9
1111,34,338,4,803
1112,6225,0,1,78717
1113,318,0,1,6198
1114,316826,0,1,0
1115,924,0,1,27151
1116,2,10,102,32
1117,18644,0,1,0
1118,13024,0,1,0
1119,1,9,222,4
1120,142,0,1,320
1121,73,369,3,3771
1122,3,28,48,3
1123,1,4,223,9
1124,13,15,11,111
1125,3,3,49,12
1126,46,31,3,24
1127,179448,0,1,0
1128,2720,0,1,16859
1129,10586,0,1,0
1130,15107,0,1,0
1131,64037,0,1,54417
1132,1,9,224,1
1133,1,1,225,1
1134,1,1,226,20
1135,28,476,3,127
1136,2435,0,1,44339
1137,3,12,50,40
1138,84,786,3,926
1139,1345,0,1,50856
1140,34025,0,1,0
1141,9864,0,1,0
1142,2877,0,1,1188
1143,451,0,1,19639
1144,24,337,5,123
1145,8,96,12,72
1146,121,363,2,711
1147,833,0,1,41672
1148,2,32,103,19
1149,9,74,15,29
1150,46,24,4,826
1151,364,0,1,392
1152,662,0,1,336
1153,157543,0,1,93275
1154,1,20,227,2
1155,6,79,25,122
1156,1,2,228,1
1157,1,1,229,8
1158,80,273,2,285
1159,16183,0,1,0
1160,110909,0,1,0
1161,192,0,1,1840
1162,31907,0,1,0
1163,4897108,0,1,0
1164,14,113,6,62
1165,1,8,230,6
1166,678,0,1,217
1167,2,19,104,9
1168,4,67,37,16
1169,101,664,2,342
1170,930,0,1,11137
1171,1,6,231,1
1172,1,1,232,1
1173,1,1,233,2
1174,532,0,1,15737
1175,1,2,234,5
1176,2,9,105,5
1177,3,40,51,15
1178,9,29,16,31
1179,412,0,1,1053
1180,1,5,235,3
1181,2,5,106,1
1182,2,1,107,20
1183,1,3,236,3
1184,4,16,38,24
1185,25,0,1,5
1186,1,3,237,2
1187,12,90,16,65
1188,1,2,238,1
1189,1,1,239,6
1190,25,5,2,146
1191,290,0,1,6501
1192,3,15,52,32
1193,10,181,17,6
1194,398,0,1,1107
1195,1,6,240,3
1196,47,456,3,113
1197,53,667,3,1617
1198,1,3,241,3
1199,10,6,18,16
1200,33,588,2,515
1201,1,3,242,6
1202,2,20,108,1
1203,2,1,109,25
1204,75,990,3,1356
1205,26,185,5,116
1206,147438,0,1,0
1207,1,6,243,6
1208,4,24,39,43
1209,9,31,17,45
1210,76,0,1,1959
1211,17097,0,1,0
1212,28118,0,1,0
1213,1,6,244,20
1214,2053982,0,1,0
1215,10,16,19,147
1216,65,635,2,805
1217,8,72,13,39
1218,137,690,2,6865
1219,27922,0,1,0
1220,22,194,5,111
1221,30,405,4,276
1222,167,240,2,6642
1223,4580,0,1,2340
1224,3,32,53,21
1225,37,296,5,369
1226,14,62,7,74
1227,11,128,12,515
1228,2,25,110,32
1229,1594,0,1,56882
1230,1131,0,1,40357
1231,32,315,2,13
1232,3634,0,1,0
1233,1,20,245,1
1234,1,1,246,14
1235,13,111,12,53
1236,38,231,4,1061
1237,677,0,1,26647
1238,102,603,2,4166
1239,477,0,1,50
1240,739,0,1,18037
1241,10225,0,1,0
1242,1891,0,1,25127
1243,11466,0,1,47879
1244,32,13,3,245
1245,3,21,54,8
1246,21,186,5,881
1247,19,279,7,259
1248,1,14,247,1
1249,1,1,248,15
1250,524,0,1,17485
1251,4,43,40,44
1252,12,65,17,347
1253,3,8,55,52
1254,9,45,18,69
1255,1120,0,1,7522
1256,8,39,14,16
1257,58363233,0,1,0
1258,166,946,3,1094
1259,8531,0,1,0
1260,2,32,111,23
1261,91,307,2,590
1262,28,127,4,163
1263,4445,0,1,43237
1264,1,15,249,1
1265,1,1,250,1
1266,1,1,251,7
1267,24,123,6,288
1268,88,0,1,225
1269,72,0,1,575
1270,20,294,11,661
1271,7,199,26,8
1272,8,16,15,15
1273,1,7,252,18
1274,42714,0,1,0
1275,2841,0,1,4267
1276,3241,0,1,0
1277,6,122,26,16
1278,30015267,0,1,0
1279,7,8,27,75
1280,108,1183,2,2536
1281,567,0,1,15013
1282,576,0,1,17555
1283,2,23,112,9
1284,3829,0,1,39154
1285,171,0,1,2418
1286,39,1092,4,297
1287,8,15,16,70
1288,13,53,13,149
1289,477,50,2,6159
1290,5,217,40,39
1291,1,18,253,5
1292,2,9,113,16
1293,6,16,27,72
1294,397636,0,1,0
1295,4,44,41,29
1296,1,5,254,1
1297,1,1,255,1
1298,1,1,256,5
1299,6219218,0,1,0
1300,14,74,8,42
1301,29270,0,1,73288
1302,162,0,1,2003
1303,1,5,257,10
